,UDI,Product ID,Type,Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Normalized_air_temp,Normalized_process_temp,Power [W],Machine failure Labelled
5220,5221,L52400,L,1633,32.9,209,0,0,0,0,0,0,303.7945792035938,302.01817816244994,5626.137395433332,TWF
5221,5222,L52401,L,1626,31.4,211,0,0,0,0,0,0,303.89456627112065,302.01817816244994,5346.6091892,TWF
5222,5223,L52402,L,1665,29.6,2,0,0,0,0,0,0,303.89456627112065,302.085575677927,5161.004051999999,No Failure
5223,5224,M20083,M,1350,47.2,5,0,0,0,0,0,0,303.89456627112065,302.152973193404,6672.73716,HDF
5224,5225,L52404,L,1590,31.9,7,0,0,0,0,0,0,303.89456627112065,302.152973193404,5311.486212999999,No Failure
5225,5226,M20085,M,1437,53.9,10,0,0,0,0,0,0,303.9945533386476,302.152973193404,8110.988477899999,No Failure
5226,5227,L52406,L,1403,48.3,12,0,0,0,0,0,0,303.89456627112065,302.01817816244994,7096.3177397,No Failure
5227,5228,L52407,L,1440,41.1,14,0,0,0,0,0,0,303.89456627112065,302.085575677927,6197.728751999999,No Failure
5228,5229,M20088,M,1343,61.4,17,0,0,0,0,0,0,303.89456627112065,302.085575677927,8635.204657266666,HDF
5229,5230,H34643,H,1790,26.7,22,0,0,0,0,0,0,303.89456627112065,302.085575677927,5004.867029,No Failure
5231,5232,L52411,L,1458,42.2,27,0,0,0,0,0,0,303.7945792035938,302.085575677927,6443.149762800001,No Failure
5232,5233,L52412,L,1381,57.8,29,0,0,0,0,0,0,303.59460506854,301.95078064697293,8358.912288733334,No Failure
5233,5234,L52413,L,1450,45.3,31,0,0,0,0,0,0,303.59460506854,301.95078064697293,6878.511304999999,No Failure
5234,5235,L52414,L,1461,50.1,33,0,0,0,0,0,0,303.69459213606683,301.95078064697293,7665.0711933,No Failure
5235,5236,M20095,M,1511,41.0,36,0,0,0,0,0,0,303.69459213606683,301.95078064697293,6487.488069666667,No Failure
5236,5237,L52416,L,1394,45.4,38,0,0,0,0,0,0,303.7945792035938,302.085575677927,6627.456376133332,No Failure
5237,5238,L52417,L,1499,42.3,40,0,0,0,0,0,0,303.7945792035938,302.01817816244994,6640.0332081,No Failure
5238,5239,L52418,L,1457,44.1,42,0,0,0,0,0,0,303.69459213606683,302.01817816244994,6728.626046099999,No Failure
5239,5240,L52419,L,1753,29.0,44,0,0,0,0,0,0,303.69459213606683,302.01817816244994,5323.633694333334,No Failure
5240,5241,L52420,L,1694,28.0,46,0,0,0,0,0,0,303.69459213606683,302.01817816244994,4967.063229333333,No Failure
5241,5242,L52421,L,1683,28.4,48,0,0,0,0,0,0,303.69459213606683,302.085575677927,5005.3068516,No Failure
5242,5243,L52422,L,1496,47.4,50,0,0,0,0,0,0,303.69459213606683,302.085575677927,7425.713451199999,No Failure
5243,5244,L52423,L,1721,34.8,52,0,0,0,0,0,0,303.69459213606683,302.085575677927,6271.744612399999,No Failure
5244,5245,L52424,L,1593,31.6,54,0,0,0,0,0,0,303.59460506854,302.01817816244994,5271.462356399999,No Failure
5245,5246,L52425,L,1575,38.3,56,0,0,0,0,0,0,303.59460506854,302.01817816244994,6316.952092499999,No Failure
5246,5247,L52426,L,1465,41.0,58,0,0,0,0,0,0,303.494618001013,302.01817816244994,6289.986778333332,No Failure
5247,5248,L52427,L,1405,38.3,60,0,0,0,0,0,0,303.59460506854,302.085575677927,5635.122342833332,No Failure
5248,5249,M20108,M,1902,21.6,63,0,0,0,0,0,0,303.494618001013,302.01817816244994,4302.2190096,No Failure
5249,5250,M20109,M,1422,39.9,66,0,0,0,0,0,0,303.3946309334861,301.95078064697293,5941.563503399999,No Failure
5250,5251,L52430,L,1332,52.9,68,0,0,0,0,0,0,303.494618001013,301.95078064697293,7378.840928400001,HDF
5251,5252,M20111,M,1307,54.3,71,0,0,0,0,0,0,303.3946309334861,301.95078064697293,7431.965215299998,HDF
5252,5253,L52432,L,1322,59.5,73,0,0,0,0,0,0,303.494618001013,302.01817816244994,8237.144260333334,HDF
5253,5254,L52433,L,1547,40.3,75,0,0,0,0,0,0,303.494618001013,302.01817816244994,6528.653370633332,No Failure
5254,5255,L52434,L,1897,23.6,77,0,0,0,0,0,0,303.494618001013,302.085575677927,4688.215700933334,No Failure
5255,5256,M20115,M,1403,51.9,80,0,0,0,0,0,0,303.494618001013,302.01817816244994,7625.2358321,No Failure
5256,5257,L52436,L,1393,51.6,82,0,0,0,0,0,0,303.494618001013,302.01817816244994,7527.1239764,No Failure
5257,5258,L52437,L,1482,38.5,84,0,0,0,0,0,0,303.494618001013,302.01817816244994,5974.9900210000005,No Failure
5258,5259,M20118,M,1572,44.7,87,0,0,0,0,0,0,303.494618001013,301.95078064697293,7358.483425199999,No Failure
5259,5260,L52439,L,1544,36.9,89,0,0,0,0,0,0,303.494618001013,301.95078064697293,5966.2564008,No Failure
5260,5261,M20120,M,1492,46.1,92,0,0,0,0,0,0,303.494618001013,302.01817816244994,7202.744336933333,No Failure
5261,5262,L52441,L,1513,35.8,94,0,0,0,0,0,0,303.3946309334861,301.8833831314959,5672.182632866666,No Failure
5262,5263,L52442,L,1449,43.9,96,0,0,0,0,0,0,303.3946309334861,301.8833831314959,6661.3331883,No Failure
5263,5264,L52443,L,1877,22.3,98,0,0,0,0,0,0,303.494618001013,301.8833831314959,4383.2615596333335,No Failure
5264,5265,L52444,L,1376,53.4,100,0,0,0,0,0,0,303.3946309334861,301.8833831314959,7694.633555199999,HDF
5265,5266,M20125,M,1883,23.3,103,0,0,0,0,0,0,303.494618001013,301.95078064697293,4594.460183366667,No Failure
5266,5267,M20126,M,1518,38.7,106,0,0,0,0,0,0,303.3946309334861,301.8833831314959,6151.9243698,No Failure
5267,5268,M20127,M,1438,42.8,109,0,0,0,0,0,0,303.494618001013,301.95078064697293,6445.118492533333,No Failure
5268,5269,L52448,L,1389,54.1,111,0,0,0,0,0,0,303.3946309334861,301.95078064697293,7869.148879699999,No Failure
5269,5270,L52449,L,1504,44.8,113,0,0,0,0,0,0,303.494618001013,301.95078064697293,7055.927364266667,No Failure
5270,5271,L52450,L,1275,64.4,115,0,0,0,0,0,0,303.494618001013,301.95078064697293,8598.53183,HDF
5271,5272,L52451,L,1534,39.7,117,0,0,0,0,0,0,303.59460506854,302.01817816244994,6377.406756066667,No Failure
5272,5273,M20132,M,1396,38.2,120,0,0,0,0,0,0,303.59460506854,302.01817816244994,5584.406608266667,No Failure
5273,5274,L52453,L,1395,44.1,122,0,0,0,0,0,0,303.59460506854,302.085575677927,6442.3015335,No Failure
5274,5275,L52454,L,1617,30.9,124,0,0,0,0,0,0,303.59460506854,302.01817816244994,5232.3495609,No Failure
5275,5276,L52455,L,1423,41.2,126,0,0,0,0,0,0,303.69459213606683,302.085575677927,6139.462729466667,No Failure
5276,5277,L52456,L,1606,34.0,128,0,0,0,0,0,0,303.494618001013,302.01817816244994,5718.112678666667,No Failure
5277,5278,L52457,L,1501,44.0,130,0,0,0,0,0,0,303.494618001013,301.95078064697293,6916.105665333333,No Failure
5278,5279,M20138,M,1618,30.4,133,0,0,0,0,0,0,303.494618001013,301.95078064697293,5150.867188266666,No Failure
5279,5280,L52459,L,1522,35.8,135,0,0,0,0,0,0,303.59460506854,302.01817816244994,5705.923309466666,No Failure
5280,5281,L52460,L,1480,41.4,137,0,0,0,0,0,0,303.59460506854,301.95078064697293,6416.383415999999,No Failure
5281,5282,M20141,M,1469,39.9,140,0,0,0,0,0,0,303.69459213606683,302.01817816244994,6137.9442943,No Failure
5282,5283,H34696,H,1381,52.4,145,0,0,0,0,0,0,303.7945792035938,302.152973193404,7577.975846533333,No Failure
5283,5284,L52463,L,1525,41.9,147,0,0,0,0,0,0,303.7945792035938,302.152973193404,6691.324900833333,No Failure
5284,5285,M20144,M,1732,29.6,150,0,0,0,0,0,0,303.7945792035938,302.152973193404,5368.684094933334,No Failure
5285,5286,L52465,L,1523,39.8,152,0,0,0,0,0,0,303.7945792035938,302.085575677927,6347.624482866666,No Failure
5286,5287,L52466,L,1422,42.4,154,0,0,0,0,0,0,303.7945792035938,302.085575677927,6313.8419184,No Failure
5287,5288,H34701,H,1506,46.9,159,0,0,0,0,0,0,303.7945792035938,302.152973193404,7396.496664199999,No Failure
5288,5289,L52468,L,1531,39.4,161,0,0,0,0,0,0,303.7945792035938,302.152973193404,6316.836900866666,No Failure
5289,5290,M20149,M,1507,34.3,164,0,0,0,0,0,0,303.89456627112065,302.22037070888103,5412.970041966666,No Failure
5290,5291,L52470,L,1526,40.7,166,0,0,0,0,0,0,303.89456627112065,302.22037070888103,6503.950001266666,No Failure
5291,5292,L52471,L,1406,52.1,168,0,0,0,0,0,0,303.7945792035938,302.22037070888103,7670.987854466666,No Failure
5292,5293,M20152,M,1567,35.0,171,0,0,0,0,0,0,303.89456627112065,302.22037070888103,5743.350118333333,No Failure
5293,5294,M20153,M,1464,49.1,174,0,0,0,0,0,0,303.89456627112065,302.287768224358,7527.500967200001,No Failure
5294,5295,L52474,L,1442,48.5,176,0,0,0,0,0,0,303.89456627112065,302.287768224358,7323.779327666666,No Failure
5295,5296,L52475,L,1336,47.8,178,0,0,0,0,0,0,303.7945792035938,302.152973193404,6687.481689066666,HDF
5296,5297,H34710,H,1379,50.2,183,0,0,0,0,0,0,303.7945792035938,302.152973193404,7249.302700733333,HDF
5297,5298,L52477,L,1406,48.6,185,0,0,0,0,0,0,303.69459213606683,302.085575677927,7155.6623748,No Failure
5299,5300,L52479,L,1355,49.1,190,0,0,0,0,0,0,303.69459213606683,302.085575677927,6967.051783166668,HDF
5300,5301,M20160,M,1710,26.5,193,0,0,0,0,0,0,303.7945792035938,302.152973193404,4745.371695,No Failure
5301,5302,L52481,L,1309,55.8,195,0,0,0,0,0,0,303.7945792035938,302.085575677927,7648.9548366,HDF
5302,5303,L52482,L,1491,37.2,197,0,0,0,0,0,0,303.89456627112065,302.085575677927,5808.2972556,No Failure
5303,5304,L52483,L,1481,44.1,199,0,0,0,0,0,0,303.89456627112065,302.152973193404,6839.4613413,No Failure
5304,5305,L52484,L,1425,49.3,201,0,0,0,0,0,0,303.89456627112065,302.085575677927,7356.818382499999,TWF
5305,5306,H34719,H,1680,29.1,206,0,0,0,0,0,0,303.89456627112065,302.152973193404,5119.535064,TWF
5306,5307,H34720,H,1612,31.7,211,0,0,0,0,0,0,303.9945533386476,302.152973193404,5351.216854533333,TWF
5307,5308,L52487,L,1530,34.8,213,0,0,0,0,0,0,303.9945533386476,302.22037070888103,5575.693931999999,TWF
5308,5309,L52488,L,1481,42.6,215,0,0,0,0,0,0,303.9945533386476,302.152973193404,6606.8266018,TWF
5309,5310,M20169,M,1422,48.0,218,1,1,0,0,0,0,303.89456627112065,302.152973193404,7147.745567999999,TWF
5310,5311,L52490,L,1427,43.0,2,0,0,0,0,0,0,303.7945792035938,302.01817816244994,6425.703466333333,No Failure
5311,5312,H34725,H,1460,49.8,7,0,0,0,0,0,0,303.69459213606683,301.95078064697293,7613.957523999999,No Failure
5312,5313,L52492,L,1873,23.5,9,0,0,0,0,0,0,303.59460506854,301.95078064697293,4609.288488166666,No Failure
5313,5314,M20173,M,1566,32.6,12,0,0,0,0,0,0,303.69459213606683,301.95078064697293,5346.106534800001,No Failure
5314,5315,L52494,L,1701,30.8,14,0,0,0,0,0,0,303.59460506854,301.8833831314959,5486.3471124,No Failure
5315,5316,L52495,L,1710,27.2,16,0,0,0,0,0,0,303.59460506854,301.8833831314959,4870.721136,No Failure
5316,5317,M20176,M,1689,33.1,19,0,0,0,0,0,0,303.59460506854,301.8833831314959,5854.4472127,No Failure
5317,5318,L52497,L,1637,32.9,21,0,0,0,0,0,0,303.59460506854,301.8159856160189,5639.918503566667,No Failure
5318,5319,L52498,L,1496,39.0,23,0,0,0,0,0,0,303.494618001013,301.7485881005419,6109.764232,No Failure
5319,5320,M20179,M,1402,47.0,26,0,0,0,0,0,0,303.494618001013,301.8159856160189,6900.397715333333,No Failure
5320,5321,L52500,L,1363,45.5,28,0,0,0,0,0,0,303.3946309334861,301.8159856160189,6494.3472078333325,HDF
5321,5322,M20181,M,1576,49.9,31,0,0,0,0,0,0,303.3946309334861,301.8159856160189,8235.405913866667,No Failure
5322,5323,M20182,M,1357,55.3,34,0,0,0,0,0,0,303.3946309334861,301.8159856160189,7858.383697966667,HDF
5323,5324,M20183,M,1399,48.4,37,0,0,0,0,0,0,303.3946309334861,301.8159856160189,7090.736181466666,No Failure
5324,5325,M20184,M,1526,30.8,40,0,0,0,0,0,0,303.3946309334861,301.8833831314959,4921.908109066666,No Failure
5325,5326,L52505,L,1694,27.3,42,0,0,0,0,0,0,303.494618001013,301.8159856160189,4842.8866486,No Failure
5326,5327,M20186,M,1420,49.1,45,0,0,0,0,0,0,303.494618001013,301.8159856160189,7301.264599333333,No Failure
5328,5329,M20188,M,1406,41.9,51,0,0,0,0,0,0,303.69459213606683,301.95078064697293,6169.182170866667,No Failure
5329,5330,L52509,L,1456,45.5,53,0,0,0,0,0,0,303.69459213606683,302.01817816244994,6937.468477333333,No Failure
5330,5331,L52510,L,1588,31.9,55,0,0,0,0,0,0,303.59460506854,301.95078064697293,5304.805098266666,No Failure
5331,5332,L52511,L,1448,44.5,57,0,0,0,0,0,0,303.69459213606683,301.8833831314959,6747.716441333333,No Failure
5332,5333,H34746,H,1403,46.2,62,0,0,0,0,0,0,303.59460506854,301.8159856160189,6787.782185800001,No Failure
5333,5334,M20193,M,1405,51.6,65,0,0,0,0,0,0,303.494618001013,301.7485881005419,7591.966393999999,No Failure
5335,5336,M20195,M,1505,38.9,71,0,0,0,0,0,0,303.2946438659592,301.61379306958787,6130.760525166667,No Failure
5336,5337,L52516,L,1663,33.7,73,0,0,0,0,0,0,303.1946567984323,301.61379306958787,5868.814750966668,No Failure
5337,5338,M20197,M,1482,44.4,76,0,0,0,0,0,0,303.2946438659592,301.7485881005419,6890.6378424,No Failure
5338,5339,M20198,M,1674,32.7,79,0,0,0,0,0,0,303.2946438659592,301.6811905850649,5732.3336094,No Failure
5339,5340,M20199,M,1594,32.8,82,0,0,0,0,0,0,303.3946309334861,301.8159856160189,5475.079276266666,No Failure
5340,5341,L52520,L,1393,49.3,84,0,0,0,0,0,0,303.494618001013,301.8159856160189,7191.612636366666,No Failure
5341,5342,H34755,H,1404,55.8,89,0,0,0,0,0,0,303.494618001013,301.8833831314959,8204.0737896,No Failure
5342,5343,M20202,M,1375,45.7,92,0,0,0,0,0,0,303.494618001013,301.8833831314959,6580.322054166667,HDF
5343,5344,L52523,L,1607,38.4,94,0,0,0,0,0,0,303.494618001013,301.8833831314959,6462.1249664,No Failure
5344,5345,L52524,L,1360,50.8,96,0,0,0,0,0,0,303.3946309334861,301.8833831314959,7234.872330666666,HDF
5345,5346,L52525,L,1524,39.4,98,0,0,0,0,0,0,303.494618001013,301.8833831314959,6287.9552168,No Failure
5346,5347,L52526,L,1534,35.5,100,0,0,0,0,0,0,303.3946309334861,301.8159856160189,5702.718887666667,No Failure
5347,5348,L52527,L,1262,63.8,102,0,0,0,0,0,0,303.2946438659592,301.8159856160189,8431.566793466665,HDF
5348,5349,L52528,L,1623,34.6,104,0,0,0,0,0,0,303.2946438659592,301.7485881005419,5880.6166574,No Failure
5349,5350,M20209,M,1642,33.6,107,0,0,0,0,0,0,303.2946438659592,301.8159856160189,5777.5096736000005,No Failure
5350,5351,M20210,M,1622,35.1,110,0,0,0,0,0,0,303.3946309334861,301.8833831314959,5961.9210066000005,No Failure
5351,5352,M20211,M,1530,34.5,113,0,0,0,0,0,0,303.494618001013,301.95078064697293,5527.627605,No Failure
5352,5353,M20212,M,1590,36.3,116,0,0,0,0,0,0,303.3946309334861,301.8833831314959,6044.105000999999,No Failure
5353,5354,L52533,L,1589,34.0,118,0,0,0,0,0,0,303.3946309334861,301.8159856160189,5657.584711333334,No Failure
5354,5355,L52534,L,1462,37.5,120,0,0,0,0,0,0,303.3946309334861,301.7485881005419,5741.255725,No Failure
5355,5356,H34769,H,1328,49.8,125,0,0,0,0,0,0,303.2946438659592,301.6811905850649,6925.572323199999,HDF
5356,5357,H34770,H,1692,29.0,130,0,0,0,0,0,0,303.2946438659592,301.7485881005419,5138.384604,No Failure
5357,5358,L52537,L,1968,20.6,132,0,0,0,0,0,0,303.2946438659592,301.6811905850649,4245.4190624,No Failure
5358,5359,H34772,H,1827,24.2,137,0,0,0,0,0,0,303.2946438659592,301.7485881005419,4630.012510199999,No Failure
5359,5360,M20219,M,1397,47.1,140,0,0,0,0,0,0,303.2946438659592,301.7485881005419,6890.4179311,No Failure
5360,5361,L52540,L,1463,44.0,142,0,0,0,0,0,0,303.2946438659592,301.7485881005419,6741.014382666666,No Failure
5361,5362,L52541,L,1643,30.7,144,0,0,0,0,0,0,303.2946438659592,301.8159856160189,5282.070458633333,No Failure
5362,5363,L52542,L,1281,57.0,146,0,0,0,0,0,0,303.1946567984323,301.7485881005419,7646.315901,HDF
5363,5364,L52543,L,1518,39.9,148,0,0,0,0,0,0,303.1946567984323,301.6811905850649,6342.681714599999,No Failure
5364,5365,L52544,L,1601,35.3,150,0,0,0,0,0,0,303.1946567984323,301.7485881005419,5918.263377566665,No Failure
5365,5366,L52545,L,1548,36.4,152,0,0,0,0,0,0,303.09466973090537,301.7485881005419,5900.660001599999,No Failure
5366,5367,H34780,H,1404,40.6,157,0,0,0,0,0,0,303.09466973090537,301.7485881005419,5969.2723272,No Failure
5367,5368,M20227,M,1766,26.7,160,0,0,0,0,0,0,303.09466973090537,301.6811905850649,4937.7626666,No Failure
5368,5369,M20228,M,1667,30.0,163,0,0,0,0,0,0,303.09466973090537,301.6811905850649,5237.03053,No Failure
5369,5370,H34783,H,1507,37.9,168,0,0,0,0,0,0,302.99468266337846,301.6811905850649,5981.095177566666,No Failure
5370,5371,H34784,H,1627,37.1,173,0,0,0,0,0,0,302.99468266337846,301.61379306958787,6321.057103433333,No Failure
5371,5372,L52551,L,1435,47.7,175,0,0,0,0,0,0,302.8946955958515,301.54639555411086,7168.0088235,No Failure
5372,5373,H34786,H,1509,46.8,180,0,0,0,0,0,0,302.8946955958515,301.54639555411086,7395.4285236,No Failure
5373,5374,M20233,M,1809,25.0,183,0,0,0,0,0,0,302.8946955958515,301.54639555411086,4735.946924999999,No Failure
5374,5375,L52554,L,1515,40.8,185,0,0,0,0,0,0,302.8946955958515,301.54639555411086,6472.932035999999,No Failure
5375,5376,L52555,L,1530,34.9,187,0,0,0,0,0,0,302.8946955958515,301.54639555411086,5591.716041,No Failure
5376,5377,H34790,H,1336,57.5,192,0,0,0,0,0,0,302.79470852832463,301.54639555411086,8044.564793333333,HDF
5377,5378,L52557,L,2030,19.1,194,0,0,0,0,0,0,302.8946955958515,301.61379306958787,4060.2956356666673,No Failure
5378,5379,L52558,L,1550,36.9,196,0,0,0,0,0,0,302.8946955958515,301.61379306958787,5989.441335,No Failure
5379,5380,L52559,L,1446,41.7,198,0,0,0,0,0,0,302.8946955958515,301.61379306958787,6314.4074046,No Failure
5380,5381,L52560,L,1494,37.5,200,0,0,0,0,0,0,302.79470852832463,301.54639555411086,5866.919325,TWF
5381,5382,L52561,L,1651,27.0,202,0,0,0,0,0,0,302.79470852832463,301.61379306958787,4668.088581,TWF
5382,5383,L52562,L,1698,33.8,204,0,0,0,0,0,0,302.8946955958515,301.61379306958787,6010.1129972,TWF
5383,5384,L52563,L,1504,40.3,206,0,0,0,0,0,0,302.79470852832463,301.54639555411086,6347.1846602666665,TWF
5384,5385,M20244,M,1421,46.0,209,0,0,0,0,0,0,302.8946955958515,301.61379306958787,6845.105731333333,TWF
5385,5386,H34799,H,1754,26.9,214,0,0,0,0,0,0,302.8946955958515,301.54639555411086,4940.946144466666,TWF
5386,5387,L52566,L,1469,42.0,216,0,0,0,0,0,0,302.8946955958515,301.47899803863385,6460.993994,TWF
5387,5388,L52567,L,1433,50.0,218,0,0,0,0,0,0,302.79470852832463,301.47899803863385,7503.164116666668,TWF
5388,5389,M20248,M,1432,49.0,221,0,0,0,0,0,0,302.79470852832463,301.54639555411086,7347.969570666666,TWF
5389,5390,L52569,L,1366,49.1,223,0,0,0,0,0,0,302.79470852832463,301.54639555411086,7023.610875133334,"TWF, HDF"
5390,5391,H34804,H,1483,47.2,228,0,0,0,0,0,0,302.79470852832463,301.54639555411086,7330.125339466666,TWF
5391,5392,L52571,L,1572,34.4,230,0,0,0,0,0,0,302.69472146079767,301.47899803863385,5662.904470399999,TWF
5392,5393,L52572,L,1481,40.2,232,0,0,0,0,0,0,302.79470852832463,301.47899803863385,6234.6110186,TWF
5393,5394,L52573,L,1473,42.6,234,0,0,0,0,0,0,302.79470852832463,301.54639555411086,6571.138139400001,TWF
5394,5395,M20254,M,1262,70.5,237,1,0,0,1,1,0,302.79470852832463,301.54639555411086,9317.013463,"TWF, HDF, PWF, OSF"
5395,5396,L52575,L,1529,36.8,239,0,0,0,0,0,0,302.79470852832463,301.61379306958787,5892.282428266666,TWF
5396,5397,L52576,L,1523,39.7,241,0,0,0,0,0,0,302.79470852832463,301.61379306958787,6331.675677633333,No Failure
5397,5398,M20257,M,1416,42.7,244,0,0,0,0,0,0,302.79470852832463,301.54639555411086,6331.686149599999,No Failure
5398,5399,L52578,L,1923,23.9,246,0,0,0,0,0,0,302.8946955958515,301.61379306958787,4812.8844641,No Failure
5399,5400,H34813,H,1411,53.8,251,1,0,0,0,1,0,302.79470852832463,301.61379306958787,7949.4583920666655,OSF
5400,5401,L52580,L,1477,46.3,253,1,0,0,0,1,0,302.69472146079767,301.61379306958787,7161.264876966666,OSF
5401,5402,M20261,M,1454,54.8,256,1,1,0,0,1,0,302.5947343932708,301.54639555411086,8343.979264266665,OSF
5402,5403,L52582,L,1421,48.5,2,0,0,0,0,0,0,302.69472146079767,301.54639555411086,7217.122347166666,No Failure
5403,5404,L52583,L,1858,25.4,4,0,0,0,0,0,0,302.69472146079767,301.54639555411086,4942.056172933332,No Failure
5404,5405,H34818,H,1422,46.1,9,0,0,0,0,0,0,302.79470852832463,301.6811905850649,6864.8139726,No Failure
5405,5406,L52585,L,1444,48.7,11,0,0,0,0,0,0,302.69472146079767,301.61379306958787,7364.180175066668,No Failure
5406,5407,L52586,L,1360,47.8,13,0,0,0,0,0,0,302.69472146079767,301.61379306958787,6807.616090666666,HDF
5407,5408,L52587,L,1954,24.8,15,0,0,0,0,0,0,302.69472146079767,301.61379306958787,5074.631270933333,No Failure
5408,5409,L52588,L,1628,33.0,17,0,0,0,0,0,0,302.5947343932708,301.61379306958787,5625.959371999999,No Failure
5409,5410,L52589,L,1433,44.2,19,0,0,0,0,0,0,302.69472146079767,301.61379306958787,6632.797079133335,No Failure
5410,5411,M20270,M,1417,51.5,22,0,0,0,0,0,0,302.69472146079767,301.6811905850649,7641.970034833333,No Failure
5411,5412,L52591,L,1462,39.4,24,0,0,0,0,0,0,302.79470852832463,301.7485881005419,6032.146015066667,No Failure
5412,5413,L52592,L,1328,59.9,26,0,0,0,0,0,0,302.8946955958515,301.7485881005419,8330.156268266666,HDF
5413,5414,H34827,H,1527,36.4,31,0,0,0,0,0,0,302.69472146079767,301.6811905850649,5820.6122884,No Failure
